500 500
466 Item_466 2.0 10.0
467 Item_467 2.0 10.0
468 Item_468 2.0 10.0
469 Item_469 2.0 10.0
470 Item_470 2.0 10.0
471 Item_471 2.0 10.0
472 Item_472 2.0 10.0
473 Item_473 2.0 10.0
474 Item_474 2.0 10.0
475 Item_475 2.0 10.0
476 Item_476 2.0 10.0
477 Item_477 2.0 10.0
478 Item_478 2.0 10.0
479 Item_479 2.0 10.0
480 Item_480 2.0 10.0
481 Item_481 2.0 10.0
482 Item_482 2.0 10.0
483 Item_483 2.0 10.0
484 Item_484 2.0 10.0
485 Item_485 2.0 10.0
486 Item_486 2.0 10.0
487 Item_487 2.0 10.0
488 Item_488 2.0 10.0
489 Item_489 2.0 10.0
490 Item_490 2.0 10.0
491 Item_491 2.0 10.0
492 Item_492 2.0 10.0
493 Item_493 2.0 10.0
494 Item_494 2.0 10.0
495 Item_495 2.0 10.0
496 Item_496 2.0 10.0
497 Item_497 2.0 10.0
498 Item_498 2.0 10.0
499 Item_499 2.0 10.0
3
RESTOCK 1000 0 100
CREATE_SHIPMENT 888 1000 1499 0 50
REPORT
